SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
0,UN,State Unassigned,UN_Unassigned,Unassigned,0,0,0,0,0,0,0,0,0,,
1,AN,Andaman and Nicobar Islands,AN_Nicobars,Nicobars,0,0,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
2,AN,Andaman and Nicobar Islands,AN_North and Middle Andaman,North and Middle Andaman,1,0,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
3,AN,Andaman and Nicobar Islands,AN_South Andaman,South Andaman,51,19,32,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,AP,Andhra Pradesh,AP_Foreign Evacuees,Foreign Evacuees,434,0,434,0,0,0,0,0,0,,
4,AP,Andhra Pradesh,AP_Anantapur,Anantapur,158199,33,157073,1093,0,2,-7,9,0,,
5,AP,Andhra Pradesh,AP_Chittoor,Chittoor,248568,273,246336,1959,0,26,-5,31,0,,
6,AP,Andhra Pradesh,AP_East Godavari,East Godavari,295021,236,293495,1290,0,5,-39,44,0,,
7,AP,Andhra Pradesh,AP_Guntur,Guntur,179201,121,177824,1256,0,15,-15,30,0,,
8,AP,Andhra Pradesh,AP_Krishna,Krishna,120611,161,118975,1475,0,8,-6,13,1,,
9,AP,Andhra Pradesh,AP_Kurnool,Kurnool,124214,5,123355,854,0,0,-1,1,0,,
0,AP,Andhra Pradesh,AP_Other State,Other State,2461,0,2461,0,0,0,0,0,0,,
10,AP,Andhra Pradesh,AP_Prakasam,Prakasam,138787,49,137608,1130,0,2,-3,5,0,,
11,AP,Andhra Pradesh,AP_S.P.S. Nellore,S.P.S. Nellore,147038,130,145852,1056,0,8,2,6,0,,
12,AP,Andhra Pradesh,AP_Srikakulam,Srikakulam,123654,102,122761,791,0,6,-4,10,0,,
13,AP,Andhra Pradesh,AP_Visakhapatnam,Visakhapatnam,158769,145,157486,1138,0,5,-7,12,0,,
14,AP,Andhra Pradesh,AP_Vizianagaram,Vizianagaram,83110,21,82416,673,0,0,-2,2,0,,
15,AP,Andhra Pradesh,AP_West Godavari,West Godavari,179954,121,178711,1122,0,9,-3,12,0,,
16,AP,Andhra Pradesh,AP_Y.S.R. Kadapa,Y.S.R. Kadapa,115953,35,115274,644,0,9,5,4,0,,
17,AR,Arunachal Pradesh,AR_Anjaw,Anjaw,1068,0,1065,3,0,0,0,0,0,,
18,AR,Arunachal Pradesh,AR_Changlang,Changlang,3809,0,3787,22,0,0,0,0,0,,
19,AR,Arunachal Pradesh,AR_East Kameng,East Kameng,1094,0,1094,0,0,0,0,0,0,,
20,AR,Arunachal Pradesh,AR_East Siang,East Siang,3223,1,3205,17,0,0,0,0,0,,
21,AR,Arunachal Pradesh,AR_Kamle,Kamle,512,0,512,0,0,0,0,0,0,,
22,AR,Arunachal Pradesh,AR_Kra Daadi,Kra Daadi,270,0,270,0,0,0,0,0,0,,
23,AR,Arunachal Pradesh,AR_Kurung Kumey,Kurung Kumey,511,0,510,1,0,0,0,0,0,,
24,AR,Arunachal Pradesh,AR_Lepa Rada,Lepa Rada,876,0,873,3,0,0,0,0,0,,
25,AR,Arunachal Pradesh,AR_Lohit,Lohit,2889,1,2862,26,0,0,0,0,0,,
26,AR,Arunachal Pradesh,AR_Longding,Longding,752,0,750,2,0,0,0,0,0,,
27,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,2438,0,2427,11,0,0,0,0,0,,
28,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,738,0,730,8,0,0,0,0,0,,
29,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,3040,0,3025,15,0,0,0,0,0,,
30,AR,Arunachal Pradesh,AR_Namsai,Namsai,2134,1,2116,17,0,0,0,0,0,,
31,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,453,0,453,0,0,0,0,0,0,,
32,AR,Arunachal Pradesh,AR_Papum Pare,Papum Pare,18361,16,18247,98,0,1,0,1,0,,
33,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,267,0,267,0,0,0,0,0,0,,
34,AR,Arunachal Pradesh,AR_Siang,Siang,415,0,412,3,0,0,0,0,0,,
35,AR,Arunachal Pradesh,AR_Tawang,Tawang,2604,0,2584,20,0,0,-1,1,0,,
36,AR,Arunachal Pradesh,AR_Tirap,Tirap,1109,0,1104,5,0,0,0,0,0,,
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,337,0,335,2,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,1019,0,1018,1,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,1959,0,1953,6,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,3580,2,3564,14,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,1865,0,1859,6,0,0,0,0,0,,
0,AS,Assam,AS_Airport Quarantine,Airport Quarantine,13,0,13,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,6466,5952,447,67,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,13935,12726,1024,185,0,3,3,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,9354,8917,379,58,0,1,1,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,6455,5543,834,78,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,24619,22918,1498,203,0,4,4,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,3764,3603,105,56,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,2757,2498,219,40,0,1,1,0,0,,
49,AS,Assam,AS_Darrang,Darrang,11495,9647,1730,118,0,4,4,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,7845,7359,440,46,0,0,0,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,8056,6787,1215,54,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,34517,31707,2409,401,0,5,5,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,3616,3400,199,17,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,11155,38,568,90,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,24070,22149,1656,265,0,5,5,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,6161,5011,1116,34,0,2,2,0,0,,
57,AS,Assam,AS_Hojai,Hojai,7503,6227,1160,116,0,0,0,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,25836,23752,1752,332,0,0,0,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,33191,30840,2074,277,0,5,5,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,114831,98560,15370,901,0,64,64,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,7318,6647,552,119,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,8039,6990,955,94,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,5683,5261,353,69,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,15931,14672,1135,124,0,4,4,0,0,,
65,AS,Assam,AS_Majuli,Majuli,2014,1921,80,13,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,13663,13029,557,77,0,1,1,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,24943,22220,2506,217,0,3,2,0,1,,
68,AS,Assam,AS_Nalbari,Nalbari,11134,10180,828,126,0,1,1,0,0,,
0,AS,Assam,AS_Other State,Other State,192,191,1,0,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,11649,10987,473,189,0,2,2,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,21564,19590,1727,247,0,1,1,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,1852,1788,47,17,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,20065,18013,1798,254,0,1,1,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,5926,5180,666,80,0,1,1,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,1397,1354,37,6,0,6,6,0,0,,
75,BR,Bihar,BR_Araria,Araria,14980,0,14841,139,0,0,0,0,0,,
76,BR,Bihar,BR_Arwal,Arwal,7381,0,7272,109,0,0,0,0,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,20011,0,19936,75,0,0,0,0,0,,
78,BR,Bihar,BR_Banka,Banka,7379,0,7267,112,0,0,0,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,27219,3,26655,561,0,0,0,0,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,25842,0,25489,353,0,0,0,0,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,10212,0,9974,238,0,0,0,0,0,,
82,BR,Bihar,BR_Buxar,Buxar,9252,0,9035,217,0,0,0,0,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,10944,1,10573,370,0,0,0,0,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,19024,2,18495,527,0,0,-1,0,1,,
84,BR,Bihar,BR_Gaya,Gaya,33960,2,33594,364,0,0,0,0,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,16689,0,16433,256,0,0,0,0,0,,
86,BR,Bihar,BR_Jamui,Jamui,9418,0,9300,118,0,0,0,0,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,10784,0,10540,244,0,0,0,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,4984,0,4837,147,0,0,0,0,0,,
89,BR,Bihar,BR_Katihar,Katihar,18146,0,17878,268,0,0,0,0,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,10064,0,9900,164,0,0,0,0,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,10143,2,10036,105,0,0,-1,1,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,7778,0,7676,102,0,0,0,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,12547,0,12436,111,0,0,0,0,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,18365,0,17978,387,0,0,0,0,0,,
95,BR,Bihar,BR_Munger,Munger,15114,2,14840,272,0,0,0,0,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,31407,1,30785,621,0,0,0,0,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,23439,0,22971,468,0,0,0,0,0,,
98,BR,Bihar,BR_Nawada,Nawada,10354,0,10099,255,0,0,0,0,0,,
100,BR,Bihar,BR_Patna,Patna,147166,55,144324,2787,0,3,-1,4,0,,
102,BR,Bihar,BR_Purnia,Purnia,24430,1,24203,226,0,0,0,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,13983,1,13711,271,0,0,-1,1,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,17617,0,17425,192,0,0,0,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,20032,4,19769,259,0,0,0,0,0,,
106,BR,Bihar,BR_Saran,Saran,23281,0,23026,255,0,0,-1,1,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,7693,0,7588,105,0,0,0,0,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,4404,0,4352,52,0,0,0,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,9188,0,9061,127,0,0,0,0,0,,
110,BR,Bihar,BR_Siwan,Siwan,15200,3,14912,285,0,0,0,0,0,,
111,BR,Bihar,BR_Supaul,Supaul,17223,0,17066,157,0,0,0,0,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,19836,0,19433,402,1,0,-2,2,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,20890,0,20497,393,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,65605,60,64468,1077,0,0,0,0,0,,
0,CT,Chhattisgarh,CT_Other State,Other State,827,5,691,131,0,2,2,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,27301,5,26900,396,0,0,-3,3,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,43116,10,42635,471,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,20315,9,20188,118,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,19974,0,19737,237,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,21107,6,20913,188,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,8341,6,8280,55,0,0,-2,2,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,65777,30,64535,1212,0,3,-1,4,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,10894,2,10866,26,0,0,-2,2,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,27281,6,26730,545,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,97075,41,95231,1803,0,3,-2,5,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,19715,3,19518,194,0,0,-1,1,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,57686,14,56832,840,0,1,0,1,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,27146,0,26934,212,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,22776,1,22508,267,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,13144,0,13045,99,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,54945,12,54351,582,0,6,5,1,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,26990,2,26811,177,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,31385,0,31019,366,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,23938,4,23767,167,0,2,2,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,4019,0,4005,14,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,62805,77,61749,979,0,9,3,6,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,158275,37,155097,3141,0,6,1,5,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,56116,8,55592,516,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,8071,1,8050,20,0,1,0,1,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,29049,13,28812,224,0,0,-1,1,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,33691,2,33444,245,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,23664,7,23433,224,0,0,-2,2,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,12023,3,11874,146,0,1,1,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Other State,Other State,0,0,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,5920,2,5910,3,5,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,3545,2,3516,1,26,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,1218,0,1218,0,0,0,0,0,0,,
0,GA,Goa,GA_Other State,Other State,200,9,190,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
155,GA,Goa,GA_North Goa,North Goa,2668,1639,964,65,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
156,GA,Goa,GA_South Goa,South Goa,3511,1978,1407,126,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,GJ,Gujarat,GJ_Other State,Other State,162,0,159,3,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,238929,157,235361,3411,0,33,23,10,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,10813,0,10711,102,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,9671,14,9607,50,0,3,0,3,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,5188,0,5110,78,0,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,13636,0,13474,162,0,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,11448,4,11326,118,0,1,1,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,21497,10,21185,302,0,0,-2,2,0,,
164,GJ,Gujarat,GJ_Botad,Botad,2218,0,2176,42,0,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,3395,0,3357,38,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,9958,0,9920,38,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,867,1,848,18,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,4181,4,4095,82,0,0,-2,2,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,20795,16,20574,205,0,2,1,1,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,8582,5,8510,67,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,35094,40,34576,478,0,1,-13,14,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,20544,1,20271,272,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,10458,9,10401,48,0,5,4,1,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,12713,21,12547,145,0,2,0,2,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,8195,0,8123,72,0,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,24437,9,24251,177,0,1,0,1,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,6507,1,6419,87,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,5958,0,5943,15,0,0,-1,1,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,7312,31,7255,26,0,4,2,2,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,11774,2,11702,70,0,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,11627,3,11495,129,0,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,3493,4,3470,19,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,58113,65,57320,728,0,7,-4,10,1,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,9323,0,9166,157,0,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,144157,66,142134,1957,0,12,5,7,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,8128,3,7989,136,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,4449,0,4425,24,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,78562,102,77672,788,0,11,-4,15,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,6519,21,6438,60,0,5,2,2,1,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,14627,30,14508,88,1,2,2,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,13739,3,13574,160,2,2,2,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,18054,53,17693,307,1,3,-1,3,1,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,52199,84,50933,1177,5,12,3,8,1,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,3531,3,3489,39,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,9748,5,9583,158,2,1,0,1,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,2962,2,2942,18,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,32085,62,31560,463,0,5,1,4,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,28094,68,27367,655,4,10,3,7,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,15471,2,15258,211,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,23098,69,22714,315,0,1,-5,6,0,,
223,HP,Himachal Pradesh,HP_Una,Una,14762,74,14424,262,2,6,-4,10,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,0,0,0,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,30156,1,29646,509,0,0,-1,1,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,22411,1,21758,652,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,5079,0,4940,139,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,100036,35,99284,717,0,6,1,5,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,17880,0,17398,482,0,0,0,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,181996,112,180958,926,0,23,13,10,0,,
196,HR,Haryana,HR_Hisar,Hisar,54002,0,52865,1137,0,0,0,0,0,,
0,HR,Haryana,HR_Italians,Italians,0,0,0,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,18851,7,18516,328,0,1,1,0,0,,
198,HR,Haryana,HR_Jind,Jind,21210,0,20677,533,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,11251,2,10903,346,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,40067,16,39497,554,0,3,3,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,22162,2,21803,357,0,0,0,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,21689,0,21534,155,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,5014,0,4891,123,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,11031,1,10877,153,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,30913,42,30490,381,0,8,8,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,31158,3,30517,638,0,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,20330,1,20108,221,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,25923,19,25370,534,0,0,-1,1,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,29303,6,28788,509,0,1,0,0,1,,
210,HR,Haryana,HR_Sonipat,Sonipat,47146,1,46891,254,0,0,0,0,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,24663,8,24241,414,0,1,1,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,19487,6,19195,286,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,6033,3,5977,53,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,10847,0,10732,115,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,16643,21,16240,382,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,4653,0,4606,47,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,52157,29,51080,1048,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,6902,0,6808,94,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,8964,0,8834,130,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,5840,0,5753,87,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,9917,9,9870,38,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,19595,1,19408,186,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,5606,0,5545,61,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,7822,1,7725,96,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,12895,20,12739,136,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,7872,-1,7816,57,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,6720,6,6626,88,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,2552,0,2540,12,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,12295,0,12185,110,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,13932,0,13735,197,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,86470,59,84826,1585,0,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,4834,0,4792,42,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,7207,3,7137,67,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,7207,3,7112,92,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,13075,2,12940,133,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,16717,18,16491,208,0,3,1,2,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,10131,53,9969,109,0,4,4,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,25828,159,25379,290,0,4,-16,20,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,24424,59,24151,214,0,0,-4,4,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,8013,32,7845,136,0,3,-1,4,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,10926,93,10752,81,0,9,-6,15,0,,
